Timestamp,What is your age?,Which nation or region of the UK do you live in?,"The first part of your postcode only, for example SW1A (optional)","Are you currently involved with a youth council, youth group or youth organisation?",What are the top three things you want the government to bring back for young people?,Is there anything else you would bring back that is not on that list?,What is the biggest problem facing young people across the UK today?,"In your own words, why did you choose that for the UK?",What is the biggest problem facing young people across the Commonwealth today?,"In your own words, why did you choose that for the Commonwealth?","Thinking about young people you know, how well is each of these working for young people right now? [Mental health and wellbeing]","Thinking about young people you know, how well is each of these working for young people right now? [Youth services and safe places to go]","Thinking about young people you know, how well is each of these working for young people right now? [Education and curriculum for life]","Thinking about young people you know, how well is each of these working for young people right now? [Jobs, apprenticeships and work experience]","Thinking about young people you know, how well is each of these working for young people right now? [Cost of living and financial security]","Thinking about young people you know, how well is each of these working for young people right now? [Transport and getting around]","Thinking about young people you know, how well is each of these working for young people right now? [Housing and a place to live]","Thinking about young people you know, how well is each of these working for young people right now? [Crime, safety and policing]","Thinking about young people you know, how well is each of these working for young people right now? [Equality, discrimination and racism]","Thinking about young people you know, how well is each of these working for young people right now? [Climate and the environment]","Thinking about young people you know, how well is each of these working for young people right now? [Democracy and youth voice]","Thinking about young people you know, how well is each of these working for young people right now? [Digital life and online safety]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Mental health and wellbeing],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Youth services and safe places to go],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Education and curriculum for life],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Jobs, apprenticeships and work experience]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Cost of living and financial security],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Transport and getting around],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Housing and a place to live],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Crime, safety and policing]","How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Equality, discrimination and racism]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Climate and the environment],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Democracy and youth voice],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Digital life and online safety],How urgent is each of these for young people over the next twelve months? [Mental health and wellbeing],How urgent is each of these for young people over the next twelve months? [Youth services and safe places to go],How urgent is each of these for young people over the next twelve months? [Education and curriculum for life],"How urgent is each of these for young people over the next twelve months? [Jobs, apprenticeships and work experience]",How urgent is each of these for young people over the next twelve months? [Cost of living and financial security],How urgent is each of these for young people over the next twelve months? [Transport and getting around],How urgent is each of these for young people over the next twelve months? [Housing and a place to live],"How urgent is each of these for young people over the next twelve months? [Crime, safety and policing]","How urgent is each of these for young people over the next twelve months? [Equality, discrimination and racism]",How urgent is each of these for young people over the next twelve months? [Climate and the environment],How urgent is each of these for young people over the next twelve months? [Democracy and youth voice],How urgent is each of these for young people over the next twelve months? [Digital life and online safety],Which of these should the UK push hardest on across the Commonwealth?,"If you could say one thing directly to the Heads of Government, what would it be?",Which of these best describes your gender?,Which of these best describes your ethnic background?,Do you have a disability or a long-term health condition?,Which best describes what you are doing at the moment?,"Have you ever been in care, or are you care experienced?",I have read the privacy notice and I am happy for my answers to be used in this consultation
16/11/2026 20:23:21,22 to 25,West Midlands,WR1,No,"A school nurse and a trained counsellor in every school, Cheaper rail travel and a wider young persons railcard, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",Music lessons that are not only for people who can pay.,Mental health and wellbeing,,"Crime, safety and policing",,1,6,5,6,3,3,0,4,7,5,1,4,10,7,10,2,10,7,6,6,7,10,7,5,9,6,8,6,10,5,8,5,4,7,10,6,"Climate and the environment, Equality, discrimination and racism",,Male,Mixed or multiple ethnic groups,No,In school or college,No,Yes
16/11/2026 12:34:04,13 to 15,South West England,,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Funded open-access youth clubs and youth workers in every area",,Cost of living and financial security,,Democracy and youth voice,There are not enough jobs for the number of graduates being produced.,2,6,5,3,0,3,1,4,4,1,5,6,10,5,6,10,9,7,10,10,9,7,5,5,6,6,6,8,8,7,6,7,7,9,3,6,"Democracy and youth voice, Climate and the environment",Young carers and care-experienced young people are invisible in every policy document I have read.,Female,White,Yes,In school or college,No,Yes
15/11/2026 17:37:21,13 to 15,West Midlands,DY1,No,Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study,,Cost of living and financial security,Everything costs more and nothing about young people’s pay has changed.,Digital life and online safety,There are not enough jobs for the number of graduates being produced.,3,1,7,4,1,7,3,8,5,4,5,6,7,8,8,10,9,7,8,6,7,10,8,8,6,7,8,8,9,7,9,8,7,10,4,6,"Cost of living and financial security, Jobs, apprenticeships and work experience",,Female,"Black, Black British, Caribbean or African",No,Working,No,Yes
17/11/2026 19:22:51,13 to 15,West Midlands,CV1,No,"Cheaper rail travel and a wider young persons railcard, Free or capped bus travel for under-25s",,Mental health and wellbeing,,"Equality, discrimination and racism",,3,1,7,5,2,3,3,6,5,3,6,5,10,5,10,7,8,10,8,10,5,10,9,9,9,3,6,7,9,4,10,7,9,5,5,7,"Climate and the environment, Equality, discrimination and racism","Talk to young people who are not already in youth parliaments. We are not the hard-to-reach ones, you are.",Male,White,No,At university,Yes,Yes
18/11/2026 18:49:04,16 to 18,Yorkshire and the Humber,LS1,No,Guaranteed work experience placements for every pupil,,Mental health and wellbeing,Apprenticeships near me pay so little that you need parents who can support you.,"Crime, safety and policing","Young people in some member states cannot finish school because of cost, not ability.",5,4,2,2,4,4,1,3,6,2,4,2,7,9,8,9,6,8,10,4,8,10,8,5,6,10,7,10,8,9,7,8,10,7,5,7,"Housing and a place to live, Climate and the environment",,Male,Asian or Asian British,No,Working,No,Yes
16/11/2026 14:21:16,13 to 15,Yorkshire and the Humber,BD1,Yes,"Free or capped bus travel for under-25s, Guaranteed work experience placements for every pupil, Restored further education and adult skills funding, and lower tuition fees",,Cost of living and financial security,,Cost of living and financial security,Climate change is already displacing people my age in Pacific member states.,5,0,5,5,4,5,3,2,4,3,6,2,10,9,10,8,6,6,8,7,7,10,2,8,10,7,7,8,9,6,10,10,8,5,5,10,"Crime, safety and policing, Climate and the environment",Racism is still shaping who gets opportunities in every country here. Say so out loud.,Male,White,No,Prefer not to say,No,Yes
16/11/2026 20:09:33,13 to 15,South West England,SN1,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Sure Start style family and early years centres, Cheaper rail travel and a wider young persons railcard",,Cost of living and financial security,Rent takes most of my wages and I still live with my parents.,"Jobs, apprenticeships and work experience",,3,6,8,7,3,3,4,2,1,4,0,3,7,8,7,7,10,8,10,9,9,10,6,6,7,5,5,10,10,8,8,5,9,2,5,9,"Democracy and youth voice, Education and curriculum for life",,Female,"Black, Black British, Caribbean or African",Yes,Working,No,Yes
18/11/2026 17:21:41,19 to 21,London,,Yes,"Guaranteed work experience placements for every pupil, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Mental health and wellbeing,,Education and curriculum for life,Young people are excluded from decisions in almost every member state.,2,2,7,5,2,1,1,3,7,7,3,5,7,9,9,9,10,5,8,8,8,9,10,10,7,10,7,10,10,10,8,6,7,6,5,10,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",,Female,Mixed or multiple ethnic groups,No,In school or college,No,Yes
17/11/2026 17:32:03,22 to 25,North East England,SR2,No,"Restored further education and adult skills funding, and lower tuition fees, Arts, music and drama in the curriculum, and free or low-cost music tuition, Guaranteed work experience placements for every pupil",Music lessons that are not only for people who can pay.,Education and curriculum for life,My school had one careers adviser for eight hundred students.,Democracy and youth voice,,0,2,5,5,2,4,0,6,2,6,4,7,8,10,6,8,10,4,10,6,8,8,7,6,10,5,7,7,10,10,7,10,6,5,7,8,"Jobs, apprenticeships and work experience, Equality, discrimination and racism",,Male,White,No,Working,No,Yes
18/11/2026 12:39:20,19 to 21,West Midlands,WS1,No,"Independent careers advice in every school (a Connexions style service), Free or capped bus travel for under-25s, Restored further education and adult skills funding, and lower tuition fees",Free swimming for under-18s.,Cost of living and financial security,You cannot plan a future when you cannot afford anywhere to live.,Housing and a place to live,,2,2,6,5,7,6,4,3,5,4,3,5,10,9,8,9,6,7,6,7,6,8,5,6,7,6,8,8,6,9,7,5,9,6,9,4,"Democracy and youth voice, Climate and the environment",,Female,Mixed or multiple ethnic groups,Prefer not to say,Working,No,Yes
17/11/2026 16:00:58,13 to 15,South West England,TQ1,No,"Free or capped bus travel for under-25s, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Democracy and youth voice,Rent takes most of my wages and I still live with my parents.,"Equality, discrimination and racism",,6,6,3,6,5,3,1,2,4,5,5,5,10,6,10,10,5,9,10,5,8,10,9,5,10,5,7,7,10,9,7,6,9,7,4,5,"Climate and the environment, Education and curriculum for life",,Male,White,Yes,Working,No,Yes
16/11/2026 17:55:48,16 to 18,South West England,TQ1,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Community sports facilities, playing fields and free swimming",,Education and curriculum for life,Everyone I know is choosing between transport to college and lunch.,Mental health and wellbeing,,1,5,3,5,4,1,4,7,3,5,8,3,10,7,10,6,5,7,7,6,8,9,7,6,7,7,4,3,10,5,6,8,8,8,9,9,"Jobs, apprenticeships and work experience, Cost of living and financial security",Girls across the Commonwealth are still leaving education early. That should embarrass every leader in the room.,Female,White,Yes,In school or college,No,Yes
16/11/2026 12:17:29,13 to 15,North East England,,Yes,"Funded open-access youth clubs and youth workers in every area, Arts, music and drama in the curriculum, and free or low-cost music tuition, Guaranteed work experience placements for every pupil",,"Crime, safety and policing","Waiting lists where I live are over a year, and people get worse while they wait.","Jobs, apprenticeships and work experience",,5,9,5,1,5,0,2,3,4,5,5,7,5,7,9,9,8,4,10,8,5,10,6,7,9,5,6,10,9,6,6,4,8,5,4,9,"Climate and the environment, Jobs, apprenticeships and work experience",,Female,White,Yes,At university,No,Yes
17/11/2026 16:59:30,Under 13,Wales,,No,A school nurse and a trained counsellor in every school,,"Crime, safety and policing",People my age are scared on public transport and nobody talks about it.,"Jobs, apprenticeships and work experience",,2,7,2,5,0,1,3,4,6,7,1,6,10,10,10,7,8,5,9,6,6,10,9,8,10,9,10,8,8,6,6,3,7,10,8,7,"Education and curriculum for life, Climate and the environment",Commonwealth mobility should mean something. Let young people study and work across member states without impossible visa costs.,Non-binary,White,No,Working,No,Yes
16/11/2026 16:43:00,22 to 25,South West England,EX1,Yes,"Free or capped bus travel for under-25s, Community sports facilities, playing fields and free swimming, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Youth services and safe places to go,You cannot plan a future when you cannot afford anywhere to live.,"Equality, discrimination and racism",,3,4,3,6,0,4,2,5,5,5,5,6,10,7,9,10,6,4,8,9,5,8,6,9,7,8,5,5,9,8,7,9,7,6,6,9,"Climate and the environment, Cost of living and financial security",,Female,Mixed or multiple ethnic groups,No,Working,No,Yes
17/11/2026 09:53:37,13 to 15,Northern Ireland,BT1,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",Free school transport past the age of 16.,Mental health and wellbeing,,"Jobs, apprenticeships and work experience",Online access decides who gets opportunities and it is very unequal.,3,5,3,7,3,5,3,4,7,4,7,5,10,7,9,10,8,4,10,9,8,8,7,9,9,9,7,4,10,4,10,6,7,9,6,3,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",,Female,White,Prefer not to say,Working,No,Yes
16/11/2026 15:32:44,19 to 21,East Midlands,,Yes,"Free or capped bus travel for under-25s, Funded national youth voice structures (a British Youth Council style body), Funded open-access youth clubs and youth workers in every area",,"Crime, safety and policing",,Education and curriculum for life,Corruption means money meant for young people does not reach us.,7,2,1,7,1,4,6,5,6,4,5,4,7,10,5,7,8,7,7,10,10,7,8,7,7,9,9,8,7,5,10,10,8,6,3,10,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",,Female,"Black, Black British, Caribbean or African",No,In school or college,Yes,Yes
17/11/2026 12:30:54,16 to 18,North West England,,No,"A school nurse and a trained counsellor in every school, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area","Youth centres open at weekends, not just weekdays.",Digital life and online safety,My school had one careers adviser for eight hundred students.,Education and curriculum for life,There are not enough jobs for the number of graduates being produced.,1,7,2,3,4,4,0,7,7,4,5,5,6,9,8,10,9,7,10,5,10,8,7,9,8,10,6,8,10,4,6,10,7,4,5,6,"Jobs, apprenticeships and work experience, Cost of living and financial security","If the Commonwealth means anything, it should mean a young person in Fiji and a young person in Wales both get heard.",Female,White,No,Working,No,Yes
16/11/2026 15:32:47,22 to 25,London,,Yes,"Sure Start style family and early years centres, Funded national youth voice structures (a British Youth Council style body), Funded open-access youth clubs and youth workers in every area",,Cost of living and financial security,,"Jobs, apprenticeships and work experience",,3,3,6,3,0,5,9,2,4,6,4,4,10,6,9,9,10,8,9,8,9,9,8,3,8,10,7,5,9,5,8,8,3,5,9,8,"Climate and the environment, Jobs, apprenticeships and work experience",Girls across the Commonwealth are still leaving education early. That should embarrass every leader in the room.,Female,White,No,Working,No,Yes
18/11/2026 14:54:03,16 to 18,North East England,DL1,No,"Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school",Free school transport past the age of 16.,"Jobs, apprenticeships and work experience",,"Jobs, apprenticeships and work experience",,6,3,2,4,0,3,1,1,9,2,5,5,5,7,10,5,6,6,6,5,6,10,5,7,6,6,6,6,6,7,8,9,10,1,6,8,"Equality, discrimination and racism, Cost of living and financial security",,Male,"Black, Black British, Caribbean or African",No,At university,No,Yes
17/11/2026 10:40:47,19 to 21,North West England,,No,"Funded national youth voice structures (a British Youth Council style body), Arts, music and drama in the curriculum, and free or low-cost music tuition, Guaranteed work experience placements for every pupil",,"Jobs, apprenticeships and work experience",,"Crime, safety and policing",Climate change is already displacing people my age in Pacific member states.,5,6,2,3,6,2,0,7,6,5,4,7,8,7,7,9,10,7,9,10,10,8,8,7,10,5,10,3,8,5,9,5,8,6,3,7,"Education and curriculum for life, Jobs, apprenticeships and work experience",,Female,White,No,At university,No,Yes
17/11/2026 10:13:42,16 to 18,South East England,,Yes,"Independent careers advice in every school (a Connexions style service), Sure Start style family and early years centres, Arts, music and drama in the curriculum, and free or low-cost music tuition",Free swimming for under-18s.,"Crime, safety and policing",,"Jobs, apprenticeships and work experience",Online access decides who gets opportunities and it is very unequal.,1,2,5,3,0,5,1,6,9,1,7,5,10,9,8,10,6,8,8,10,7,7,6,9,6,9,8,9,7,4,10,6,9,4,4,7,"Jobs, apprenticeships and work experience, Digital life and online safety",,Female,Prefer not to say,Yes,At university,No,Yes
18/11/2026 14:32:30,19 to 21,Scotland,G1,Prefer not to say,"A school nurse and a trained counsellor in every school, Sure Start style family and early years centres",Free swimming for under-18s.,Education and curriculum for life,Everything costs more and nothing about young people’s pay has changed.,Education and curriculum for life,,4,7,2,4,5,0,4,7,10,9,9,7,9,7,8,6,9,7,10,6,6,7,8,8,7,8,7,6,10,8,6,9,6,5,6,9,"Equality, discrimination and racism, Education and curriculum for life",Give us votes at 16 and watch how quickly politics starts taking young people seriously.,Male,White,No,At university,No,Yes
19/11/2026 09:21:42,16 to 18,Wales,,Yes,"Funded open-access youth clubs and youth workers in every area, Guaranteed work experience placements for every pupil, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Cost of living and financial security,People my age are scared on public transport and nobody talks about it.,"Equality, discrimination and racism",,2,0,5,6,3,6,3,5,5,5,4,3,10,8,10,6,10,8,4,10,10,6,9,8,6,6,10,8,5,8,5,7,10,7,3,5,"Climate and the environment, Equality, discrimination and racism","Mental health support should not depend on which postcode you live in, or which country.",Male,White,No,"Not in education, employment or training",No,Yes
19/11/2026 11:36:38,Over 25,South West England,,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Funded open-access youth clubs and youth workers in every area",,Cost of living and financial security,,Housing and a place to live,,3,5,3,3,2,5,6,7,4,4,5,5,9,10,8,10,10,10,7,4,9,10,5,10,7,6,4,10,10,8,7,7,4,6,8,6,"Equality, discrimination and racism, Education and curriculum for life",,Female,White,No,Apprenticeship or training,No,Yes
17/11/2026 19:51:22,13 to 15,North West England,L18,Yes,"A school nurse and a trained counsellor in every school, Funded open-access youth clubs and youth workers in every area, Arts, music and drama in the curriculum, and free or low-cost music tuition",,"Equality, discrimination and racism",Everyone I know is choosing between transport to college and lunch.,Climate and the environment,,1,5,0,8,3,0,3,3,5,6,3,6,10,10,8,6,8,9,10,6,8,10,2,7,10,6,8,10,10,6,6,8,5,6,6,8,"Crime, safety and policing, Mental health and wellbeing",Girls across the Commonwealth are still leaving education early. That should embarrass every leader in the room.,Prefer not to say,White,No,In school or college,No,Yes
18/11/2026 13:09:39,16 to 18,South West England,,Yes,"Sure Start style family and early years centres, Free or capped bus travel for under-25s, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Mental health and wellbeing,"Waiting lists where I live are over a year, and people get worse while they wait.",Housing and a place to live,,5,4,4,5,2,3,1,6,5,6,7,3,10,8,7,7,8,4,10,10,9,8,8,10,7,8,8,9,7,3,4,6,8,9,4,6,Climate and the environment,,Prefer not to say,White,No,Apprenticeship or training,Yes,Yes
18/11/2026 14:20:19,19 to 21,Northern Ireland,,Yes,"Free school meals for more pupils, and holiday food provision",Free swimming for under-18s.,"Crime, safety and policing",There is nowhere to go in the evening since the youth centre closed.,Education and curriculum for life,,2,7,6,5,1,5,1,5,10,2,5,4,10,5,9,9,9,8,9,10,4,9,10,9,9,10,8,9,7,10,8,6,6,4,6,7,"Jobs, apprenticeships and work experience, Climate and the environment",,Female,Other ethnic group,Yes,At university,No,Yes
18/11/2026 11:18:30,13 to 15,East of England,MK1,No,"Independent careers advice in every school (a Connexions style service), Arts, music and drama in the curriculum, and free or low-cost music tuition, Sure Start style family and early years centres",,Mental health and wellbeing,,Democracy and youth voice,,4,4,2,7,5,2,2,4,4,1,0,7,8,10,10,10,10,10,7,6,9,8,4,9,10,6,4,10,8,7,7,7,7,4,6,7,"Climate and the environment, Equality, discrimination and racism",,Male,White,No,"Not in education, employment or training",No,Yes
18/11/2026 14:42:27,19 to 21,North West England,L18,No,Funded open-access youth clubs and youth workers in every area,,Transport and getting around,People my age are scared on public transport and nobody talks about it.,"Equality, discrimination and racism",,5,4,8,7,1,7,1,2,8,7,6,2,8,6,10,8,9,9,9,10,5,10,9,8,10,5,7,7,5,5,6,9,4,4,3,5,"Education and curriculum for life, Climate and the environment",Racism is still shaping who gets opportunities in every country here. Say so out loud.,Female,White,No,In school or college,No,Yes
20/11/2026 13:41:23,16 to 18,Scotland,,No,Local libraries and community spaces with longer opening hours,,"Crime, safety and policing",Everyone I know is choosing between transport to college and lunch.,Climate and the environment,,2,0,9,9,5,1,2,4,4,8,6,7,7,5,10,8,8,4,6,6,10,10,8,10,7,8,4,9,9,10,9,6,7,9,4,0,"Education and curriculum for life, Climate and the environment",,Male,White,Prefer not to say,Working,No,Yes
19/11/2026 14:43:47,16 to 18,East Midlands,LE1,Yes,"Guaranteed work experience placements for every pupil, Funded open-access youth clubs and youth workers in every area",,Mental health and wellbeing,Rent takes most of my wages and I still live with my parents.,Education and curriculum for life,,3,3,4,3,5,4,1,7,7,2,5,6,10,7,7,10,9,3,5,10,7,10,6,9,8,5,7,7,10,5,6,6,4,4,5,7,"Cost of living and financial security, Climate and the environment",,Male,Asian or Asian British,No,In school or college,No,Yes
18/11/2026 18:22:04,19 to 21,South East England,TN1,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area",,Mental health and wellbeing,,"Jobs, apprenticeships and work experience",,2,1,5,6,1,7,3,4,8,2,0,5,10,7,10,8,10,8,10,10,10,10,9,4,10,8,4,5,7,6,5,5,3,9,6,8,"Crime, safety and policing, Youth services and safe places to go","Mental health support should not depend on which postcode you live in, or which country.",Female,White,No,Prefer not to say,No,Yes
18/11/2026 13:31:38,22 to 25,Scotland,,Yes,"Cheaper rail travel and a wider young persons railcard, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",Proper funding for school counselling.,"Jobs, apprenticeships and work experience",,Mental health and wellbeing,,3,4,2,4,1,2,3,5,5,8,4,8,10,7,6,10,8,8,10,10,7,10,9,7,9,8,7,9,8,9,8,7,4,3,2,5,"Climate and the environment, Education and curriculum for life",,Prefer not to say,White,No,In school or college,No,Yes
18/11/2026 13:35:02,19 to 21,North West England,L18,No,"Community sports facilities, playing fields and free swimming, Local libraries and community spaces with longer opening hours, Cheaper rail travel and a wider young persons railcard","Youth centres open at weekends, not just weekdays.",Cost of living and financial security,,Education and curriculum for life,"Young people in some member states cannot finish school because of cost, not ability.",9,4,6,2,5,5,2,4,5,4,2,4,6,8,6,5,9,6,9,3,9,8,8,7,10,10,4,7,7,6,10,9,8,7,7,5,"Climate and the environment, Cost of living and financial security",,Female,Other ethnic group,No,In school or college,No,Yes
19/11/2026 18:40:08,22 to 25,London,RM1,Yes,"Independent careers advice in every school (a Connexions style service), A school nurse and a trained counsellor in every school, Sure Start style family and early years centres",,Cost of living and financial security,,Mental health and wellbeing,,2,2,3,4,3,7,1,3,8,4,6,5,6,6,10,7,8,6,10,7,8,7,9,8,10,8,10,5,8,9,6,8,10,8,9,4,"Crime, safety and policing, Jobs, apprenticeships and work experience",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Female,"Black, Black British, Caribbean or African",No,At university,No,Yes
18/11/2026 09:42:36,16 to 18,East Midlands,,Yes,"Free or capped bus travel for under-25s, Funded open-access youth clubs and youth workers in every area",,Youth services and safe places to go,People my age are scared on public transport and nobody talks about it.,Education and curriculum for life,Young people are excluded from decisions in almost every member state.,0,3,6,2,3,5,3,6,6,6,4,4,6,7,10,9,10,6,9,10,7,9,5,6,6,8,7,10,10,6,9,8,7,8,8,7,"Jobs, apprenticeships and work experience, Education and curriculum for life",,Female,White,No,At university,No,Yes
19/11/2026 18:13:32,13 to 15,Cayman Islands,,No,A school nurse and a trained counsellor in every school,,Housing and a place to live,Everything costs more and nothing about young people’s pay has changed.,Climate and the environment,,0,7,5,2,2,3,3,2,6,0,5,6,10,7,9,10,7,5,8,10,8,7,9,7,10,6,7,5,10,8,10,4,10,7,3,3,"Jobs, apprenticeships and work experience",,Male,White,Yes,In school or college,No,Yes
18/11/2026 11:46:47,13 to 15,South East England,,Yes,"Restored further education and adult skills funding, and lower tuition fees, Community sports facilities, playing fields and free swimming, Guaranteed work experience placements for every pupil",Proper funding for school counselling.,Youth services and safe places to go,,"Jobs, apprenticeships and work experience",,3,4,6,5,3,3,5,1,1,8,4,6,10,9,9,10,9,7,10,6,9,7,3,10,10,7,6,10,4,6,4,7,5,9,5,5,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",,Male,White,Prefer not to say,In school or college,No,Yes
19/11/2026 11:41:49,22 to 25,South East England,,No,Funded open-access youth clubs and youth workers in every area,,"Crime, safety and policing",,"Jobs, apprenticeships and work experience",Youth unemployment across the Commonwealth is the common thread in all of this.,0,,,,2,,3,,5,,,,,,,10,8,,,,8,,6,,10,10,6,,,6,9,,,,,,"Climate and the environment, Jobs, apprenticeships and work experience",,Male,"Black, Black British, Caribbean or African",Yes,Prefer not to say,No,Yes
20/11/2026 18:12:41,16 to 18,North West England,,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded national youth voice structures (a British Youth Council style body), Funded open-access youth clubs and youth workers in every area",,Mental health and wellbeing,,"Equality, discrimination and racism",,,,,,,,5,6,,2,4,,6,8,,,,,8,6,,,,7,10,,,,,,6,,4,,3,,Climate and the environment,,Non-binary,White,No,In school or college,No,Yes
18/11/2026 13:09:23,16 to 18,South East England,RH1,No,Cheaper rail travel and a wider young persons railcard,,Housing and a place to live,There is nowhere to go in the evening since the youth centre closed.,Climate and the environment,,2,2,3,3,7,0,5,5,7,6,3,8,10,5,9,6,9,8,10,10,10,9,6,4,10,10,8,5,10,8,8,8,5,7,7,7,"Jobs, apprenticeships and work experience, Climate and the environment","Youth unemployment is not a young person problem, it is an economy problem. Stop framing it as our failure.",Female,White,No,In school or college,No,Yes
18/11/2026 18:47:29,13 to 15,South East England,PO1,Yes,"Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school",Cheaper driving lessons and tests for young people in rural areas.,"Jobs, apprenticeships and work experience",The support exists on paper but nobody can actually access it.,Democracy and youth voice,Corruption means money meant for young people does not reach us.,5,2,7,7,0,5,6,3,5,2,2,6,10,7,10,5,8,4,6,5,8,7,6,8,10,4,5,9,7,7,8,6,8,6,5,6,"Education and curriculum for life, Climate and the environment",,Female,White,No,In school or college,No,Yes
19/11/2026 17:37:52,19 to 21,Cayman Islands,KY2,No,"Free or capped bus travel for under-25s, Community sports facilities, playing fields and free swimming, Free school meals for more pupils, and holiday food provision",,Mental health and wellbeing,,Cost of living and financial security,,1,4,6,5,0,2,4,6,6,2,3,6,10,7,8,9,8,7,10,7,5,8,6,10,6,5,4,8,9,8,9,7,3,10,6,9,"Crime, safety and policing, Climate and the environment",Commonwealth mobility should mean something. Let young people study and work across member states without impossible visa costs.,Male,White,Yes,In school or college,No,Yes
19/11/2026 18:25:19,19 to 21,Wales,,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Guaranteed work experience placements for every pupil, Community sports facilities, playing fields and free swimming",,Education and curriculum for life,,Mental health and wellbeing,,5,3,6,5,3,3,4,3,4,1,5,5,6,8,8,10,10,9,10,8,7,8,8,7,8,7,10,3,10,7,6,4,6,4,4,5,"Equality, discrimination and racism, Digital life and online safety",,Male,White,No,Apprenticeship or training,No,Yes
19/11/2026 10:50:22,16 to 18,Yorkshire and the Humber,LS6,Yes,"A school nurse and a trained counsellor in every school, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free school meals for more pupils, and holiday food provision",,Education and curriculum for life,,Democracy and youth voice,,0,2,3,2,2,5,3,5,5,3,6,5,7,8,8,10,10,8,10,10,9,6,8,8,10,8,7,6,8,10,10,8,7,5,8,5,"Jobs, apprenticeships and work experience, Digital life and online safety",,Male,"Black, Black British, Caribbean or African",Yes,In school or college,No,Yes
19/11/2026 10:27:43,19 to 21,North West England,,Yes,"Community sports facilities, playing fields and free swimming, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Cost of living and financial security,Apprenticeships near me pay so little that you need parents who can support you.,Cost of living and financial security,,5,4,7,3,7,4,4,6,6,2,8,2,7,4,10,10,10,5,9,7,8,10,8,8,8,8,6,4,9,7,10,6,7,4,7,8,"Crime, safety and policing, Climate and the environment",,Female,White,Prefer not to say,Working,No,Yes
20/11/2026 10:27:10,19 to 21,London,,No,"Restored further education and adult skills funding, and lower tuition fees, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Local libraries and community spaces with longer opening hours",,Education and curriculum for life,,"Equality, discrimination and racism",,7,4,4,3,2,3,3,2,9,6,2,3,8,6,9,10,10,6,9,6,8,10,6,9,7,10,8,9,4,3,10,2,10,10,8,7,"Jobs, apprenticeships and work experience, Education and curriculum for life",,Female,White,No,At university,No,Yes
20/11/2026 12:40:58,13 to 15,London,W1A,Yes,"Free or capped bus travel for under-25s, Funded national youth voice structures (a British Youth Council style body), Sure Start style family and early years centres",Proper funding for school counselling.,Housing and a place to live,Rent takes most of my wages and I still live with my parents.,"Jobs, apprenticeships and work experience",,3,1,3,3,2,5,2,4,8,5,4,3,7,8,8,7,7,5,8,6,6,9,5,4,10,9,7,9,8,5,5,6,8,5,3,6,"Climate and the environment, Democracy and youth voice",Fund the youth workers. They are the only adults some of us actually trust.,Non-binary,White,No,Working,No,Yes
